",""smiles"""
"867,""CCCCN(CC)C(=O)SCCC"""
"868,""[NH4+].[Fe+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O"""
"869,""COc1ccc(O)c(c1)C(C)(C)C"""
"870,""CNC(=O)Oc1ccccc1OC(C)C"""
"871,""O|[Fe++](|O)(|O)|O.[Cl-].[Cl-]"""
"872,""CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13"""
"873,""CCCCCCCCCCCCN"""
"874,""ClC(Cl)C(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O"""
"875,""[Na+].[O-][S](=O)(=NCl)c1ccccc1"""
"876,""CCc1ccccc1"""
"877,""CCCCCCCCCO"""
"878,""Oc1cccc2cccnc12"""
"879,""O=[S]1(=O)N2CN3CN1CN(C2)[S]3(=O)=O"""
"880,""[OH-].[OH-].[OH-].[Cl-].[Cu++].[Cu++]"""
"881,""Cc1ccc(N)cc1[N+]([O-])=O"""
"882,""CC1CC(Cl)CCC1C(=O)OC(C)(C)C"""
"883,""ClC1=C(Cl)C(=O)c2ccccc2C1=O"""
"884,""Cc1cccc(C)c1"""
"885,""BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br"""
"886,""CNC(=O)O\N=C\C(C)(C)SC"""
"887,""COc1ccc(Br)c(C)c1C(=O)c2c(C)cc(OC)c(OC)c2OC"""
"888,""CO[P](=O)(OC)SCCSC.CO[P](=S)(OC)OCCSC"""
889,NA
"890,""OCc1ccccc1"""
"891,""CC(Oc1ccc(Cl)cc1Cl)C(O)=O"""
"892,""CCOC(=O)CC"""
"893,""[Cl-].[Cl-].[Cl-].[Sb+3].CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)\O)C1=O"""
"894,""O=C1c2ccccc2C(=O)c3c4Nc5ccc6C(=O)c7ccccc7C(=O)c6c5Nc4ccc13"""
"895,""O(|[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c2ccccc2)CC(C)(C)c3ccccc3)|[Sn](CC(C)(C)c4ccccc4)(CC(C)(C)c5ccccc5)CC(C)(C)c6ccccc6"""
"896,""COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(C)=O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)C(/C)=C/C"""
"897,""N#CCCCCC#N"""
"898,""O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3]"""
"899,""CCCCOC(=O)CCC(=O)OCCCC"""
"900,""CC1CCCCN1CCCOC(=O)c2ccc(Cl)c(Cl)c2"""
"901,""c1ccc2cc3ccccc3cc2c1"""
"902,""Cc1ccc2nc(C)ccc2c1"""
"903,""CN1C=CNC1=S"""
"904,""COC(=O)[C@@]1(Cl)C(Cl)CC[C@@]2(C)[C@H]1CCc3cc(ccc23)C(C)C"""
"905,""c1ccc2c(c1)ccc3ccccc23"""
"906,""C\C=C/C=O"""
"907,""Nc1ccc(Cl)cc1C#N"""
"908,""[Cl]|[Sn](c1ccccc1)(c2ccccc2)c3ccccc3"""
"909,""CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl"""
"910,""C1CN1[P]2(=N[P](=N[P](=N2)(N3CC3)N4CC4)(N5CC5)N6CC6)N7CC7"""
"911,""[O-][N+](=O)C(Cl)(Cl)Cl"""
"912,""C1OC1COc2ccccc2"""
"913,""FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl"""
"914,""CCO[P](=S)(OCC)O\N=C(C#N)\c1ccccc1"""
"915,""CC(C)N1C(=O)N(CSC1=NC(C)(C)C)c2ccccc2"""
"916,""[Na+].[Na+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O"""
"917,""[Cl-].C1CC[NH+](CC1)C2(CCCCC2)c3ccccc3"""
"918,""OCC#C"""
"919,""[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C"""
"920,""CO"""
"921,""CC1(C)C2CCC(C2)C1=C"""
"922,""CC(C)NC(C)C"""
923,NA
924,NA
"925,""[Cl-].Cl/C=C/C[N+]12CN3CN(CN(C3)C1)C2"""
"926,""[O-][N+](=O)c1ccccc1C=O"""
"927,""[O-][N+](=O)c1ccc(F)cc1"""
"928,""CCCCCCCC\C=C/CCCCCCCCNCCCN.OC(=O)COc1ccc(Cl)cc1Cl"""
"929,""C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C"""
930,NA
"931,""O.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O.C[C@H]5COc6c(N7CCN(C)CC7)c(F)cc8C(=O)C(=CN5c68)C(O)=O"""
"932,""COc1ccc(O)cc1"""
"933,""[Na+].[Na+].[Na+].[Na+].Nc1cc(cc2C=C(\C(=N/Nc3ccc(cc3)c4ccc(N\N=C/5C(=O)c6c(N)cc(cc6C=C5[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc4)C(=O)c12)[S]([O-])(=O)=O)[S]([O-])(=O)=O"""
"934,""ClCc1ccccc1"""
"935,""[Cl-].[Cu+]"""
"936,""CO[P](=O)(OC)Oc1ccc(c(C)c1)[N+]([O-])=O"""
937,NA
938,NA
"939,""[Hg++].[O-][S]([O-])(=O)=O"""
"940,""NC(=O)c1c(Cl)cccc1Cl"""
"941,""[Na+].Oc1ccccc1C([O-])=O"""
"942,""CC(=C)C=C"""
"943,""COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C"""
"944,""CCCCCO"""
"945,""CCC(O)C(C)CO"""
"946,""CN(C)C(=O)Nc1ccc(C)c(Cl)c1"""
"947,""CCSCCO[P](=S)(OC)OC.CCSCCS[P](=O)(OC)OC"""
"948,""CC(C)c1ccc2c(CCC3C(C)(CO)CCCC23C)c1"""
"949,""CNC(=O)Oc1ccccc1Cl"""
950,NA
"951,""CC(C)[C@@H](Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2"""
"952,""Cc1ccc(O)cc1"""
"953,""ClC1=C(Cl)C(=O)SS1"""
"954,""CCCN(CCC)C(=O)SCC"""
"955,""Cc1ccccc1C#N"""
"956,""Cc1ccc(Cl)c(Cl)c1"""
"957,""Oc1cccc(O)c1"""
"958,""OC(=O)C1=CC(=O)NC(=C1)O"""
"959,""C=CCN=C=S"""
"960,""CN(C)C(=O)NC1CC2CC1C3CCCC23"""
"961,""Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1"""
"962,""CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C"""
"963,""CCCCCC=O"""
"964,""II"""
"965,""CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2"""
966,NA
"967,""O=[Ge]=O"""
"968,""CN1C(=O)ON(C1=O)c2ccc(Cl)c(Cl)c2"""
"969,""[Pb++].[O-][S]([O-])(=O)=O"""
"970,""OCCO"""
"971,""CC(C)O[P](=S)(OC(C)C)Oc1ccc(cc1)[N+]([O-])=O"""
"972,""c1ccc2ncccc2c1"""
973,NA
"974,""OCC(Cl)(Cl)Cl"""
975,NA
"976,""Cc1ccc(O)cc1"""
"977,""Oc1ccccc1Cl"""
"978,""CO[Si](OC)OC"""
"979,""CC[Hg]Cl"""
"980,""[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=C(Br)C(=O)C(=C3Oc4c(Br)c([O-])c(Br)cc24)Br"""
"981,""C[C@@]1(CC[C@H]2C(=C1)CC[C@@H]3[C@]2(C)CCC[C@@]3(C)C(O)=O)C=C"""
"982,""CC1(C)[C@@H]2CC[C@]1(C)[C@H](C2)OC(=O)CSC#N"""
"983,""CN(C)c1ccc(cc1)N=Nc2ccccc2C(O)=O"""
"984,""COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)cc(C)n2"""
"985,""[NH4+].[NH4+].[Zn++].[Zn++].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O"""
"986,""Nc1ccc(Cl)c(Cl)c1Cl"""
"987,""CC(C)OC(C)C"""
"988,""CCCCCCCCCN(CCCCCCCCC)CCCCCCCCC"""
"989,""O.O.O.O.O.O.O.O.O.O.O.O.[K+].[Cr+3].[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O"""
"990,""[Li+].[Li+].[O-]C([O-])=O"""
"991,""C1C[n+]2ccccc2c3cccc[n+]13"""
"992,""C1CCOC1"""
"993,""CC1CNCCN1"""
"994,""CCCN(CCCl)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O"""
"995,""[Cl-].C[n+]1ccn(C=C)c1.C=CN2CCCC2=O"""
"996,""Cc1cccc2sc3nncn3c12"""
"997,""Cc1ccnc(N[S](=O)(=O)c2ccc(N)cc2)n1"""
"998,""CCNc1nc(NC(C)(C)C)nc(SC)n1"""
999,NA
1000,NA
"1001,""[F-].[Na+]"""
"1002,""C#N"""
"1003,""[K+].[O-][S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"""
"1004,""[Mn++].[S-]C(=S)NCCNC([S-])=S"""
"1005,""CC(C)(C)C(O)=O"""
"1006,""Cc1cc(Cl)ccc1O"""
"1007,""O[S](O)(=O)=O"""
"1008,""CCO[P](=O)(OCC)Oc1cc(C)nc(n1)C(C)C"""
"1009,""C=Cn1c2ccccc2c3ccccc13"""
"1010,""[Ca++].[O-][N+]([O-])=O.[O-][N+]([O-])=O"""
"1011,""CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C"""
"1012,""Clc1ccccc1c2ccccc2"""
"1013,""CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC"""
1014,NA
"1015,""Oc1c(Cl)c(Cl)cc(Cl)c1Cl"""
"1016,""ClC1=C(Cl)C2(Cl)[C@H]3CO[S](=O)OC[C@H]3[C@]1(Cl)C2(Cl)Cl"""
"1017,""Cn1nc(C)c(\C=N\OCc2ccc(cc2)C(=O)OC(C)(C)C)c1Oc3ccccc3"""
"1018,""CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC"""
"1019,""[Cl-].[Cl-].[Hg+][Hg+]"""
1020,NA
"1021,""COC(C)(C)CCCC(C)C\C=C\C(C)=C\C(=O)OC(C)C"""
"1022,""[Na+].[O-][V](=O)=O"""
"1023,""O.O.O.O.[Cl-].[Cl-].[Mn++]"""
1024,NA
"1025,""[Al]"""
"1026,""CNC(=O)\C=C(/C)O[P](=O)(OC)OC"""
"1027,""CNC(=O)Oc1ccc(C)c(C)c1"""
"1028,""CNC(=O)O\N=C(\C)SCCC#N"""
"1029,""CC(Cl)(Cl)Cl"""
"1030,""II.C=CN1CCCC1=O"""
"1031,""c1ccc(cc1)c2ccccc2"""
1032,NA
"1033,""Cc1cc(C)cc(O)c1"""
"1034,""CCCSCCCCSCCC"""
"1035,""CCO[P](=O)(Sc1ccccc1)Sc2ccccc2"""
"1036,""CCCO[P](=S)(OCCC)SCC(=O)N1CCCCC1C"""
1037,NA
"1038,""Clc1cc(Cl)c(Cl)c(Cl)c1"""
"1039,""ClCC(Cl)CCl"""
"1040,""OCCCl"""
"1041,""CCCCC(CC)COCC1CO1"""
"1042,""[Na+].[Na+].[O-][Se]([O-])=O"""
"1043,""COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl"""
1044,NA
"1045,""CCO[P](=S)(OCC)SCSc1ccc(Cl)cc1"""
"1046,""CN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O"""
"1047,""CCCO[P](=S)(OCCC)O[P](=S)(OCCC)OCCC"""
"1048,""[Na+].[Na+].[Cr].[Cr].Oc1ccc2ccccc2c1N\N=C/3C(=O)C=C(c4cc(ccc34)[N+]([O-])=O)[S](O)(=O)=O.Oc5ccc6ccccc6c5N\N=C/7C(=O)C=C(c8cc(ccc78)[N+]([O-])=O)[S]([O-])(=O)=O.Oc9ccc%10ccccc%10c9N\N=C/%11C(=O)C=C(c%12cc(ccc%11%12)[N+]([O-])=O)[S]([O-])(=O)=O"""
"1049,""CCCCCCCCCC(=O)NO"""
"1050,""CC1(C)[C@@H](C(Br)C(Br)(Br)Br)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2"""
"1051,""[F]|[Sn](CCCC)(CCCC)CCCC"""
"1052,""COC(=O)C1C(C(=O)OC)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl"""
"1053,""[OH-].C[Hg+]"""
"1054,""[Na+].CCC(C)OC(S)=S"""
"1055,""C1OC1c2ccccc2"""
"1056,""[Cl-].COCC[Hg+]"""
"1057,""COc1ccc(OC)c(c1)C(=O)CBr"""
"1058,""NC(=O)C#CC(N)=O"""
"1059,""CC(C)(C)C(O)\C(=C/c1ccc(Cl)cc1)n2cncn2"""
"1060,""O=C1\C(Nc2ccccc12)=C/3Nc4ccccc4C3=O"""
"1061,""CCO[P](=S)(OCC)O[P](=S)(OCC)OCC"""
"1062,""[Na+].CCOC([S-])=S"""
"1063,""CC(C)(C)SC(C)(C)C"""
"1064,""Clc1ccc(CCC(Cn2cncn2)(C#N)c3ccccc3)cc1"""
"1065,""BrCC(=O)OCc1ccccc1"""
"1066,""[Na+].[Na+].[O-][W]([O-])(=O)=O"""
"1067,""Oc1c(Br)cc(Br)cc1Br"""
"1068,""Clc1ccc(cc1)[S](=O)(=O)c2cc(Cl)c(Cl)cc2Cl"""
"1069,""NCCN"""
"1070,""COc1ccc(OC)cc1"""
"1071,""COC(=O)c1ccc(Cl)cc1"""
"1072,""COC(=O)c1cncn1C(C)c2ccccc2"""
"1073,""[Ca++].[O-][S]([O-])(=O)=O"""
"1074,""[H+].[Cl-].CN(C)CCOC(c1ccccc1)c2ccccc2"""
"1075,""[Na+].[Na+].[Na+].[Cu+].[C-]#N.[C-]#N.[C-]#N.[C-]#N"""
"1076,""COCC(C)N(C(=O)CCl)c1c(C)scc1C"""
"1077,""C.[Na+].CCCCCCCCCCCCCO[S]([O-])(=O)=O"""
"1078,""CCC(C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C\C=C(C)\[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@]67O)C)O2)C=C[C@@H]1C.CO[C@H]8C[C@@H](O[C@@H](C)[C@@H]8O)O[C@H]9[C@H](C)O[C@H](C[C@@H]9OC)O[C@H]/%10[C@@H](C)/C=C/C=C/%11CO[C@@H]%12[C@H](O)C(=C[C@@H](C(=O)O[C@H]%13C[C@@H](C\C=C%10C)O[C@@]%14(C%13)O[C@H](C(C)C)[C@@H](C)C=C%14)[C@]%11%12O)C"""
"1079,""OO"""
"1080,""Oc1ccc(cc1Cl)c2ccccc2"""
"1081,""[O-][N+](=O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1"""
1082,NA
"1083,""Oc1c(I)cc(I)cc1I"""
1084,NA
"1085,""COc1cc(OC)nc(NC(=O)N[S](=O)(=O)c2n3ccccc3nc2Cl)n1"""
"1086,""Oc1cccc(Cl)c1Cl"""
"1087,""CC(C)CCCCCCCO[P](=O)(Oc1ccccc1)Oc2ccccc2"""
"1088,""CC[Hg+].O[P](O)([O-])=O"""
"1089,""CC(C)CCc1cc(O)ccc1O"""
"1090,""CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1"""
"1091,""[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S"""
"1092,""[Na+].Cc1cc(cc(c1[O-])[N+]([O-])=O)[N+]([O-])=O"""
"1093,""CC(C)c1cc(O[P](=O)(Oc2ccccc2)Oc3ccccc3)cc(c1)c4ccccc4"""
"1094,""CC(C)Nc1nc(Cl)nc(NC(C)C)n1"""
1095,NA
"1096,""Oc1c(Br)cc(cc1Br)C#N"""
"1097,""CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1"""
"1098,""CNC.Cc1cc(Cl)ccc1OCC(O)=O"""
"1099,""CC(C)Oc1cccc(NC(=O)c2ccccc2C)c1"""
"1100,""[Na+].[O-]c1ccccc1c2ccccc2"""
"1101,""CCCN(CCC)c1c(cc(c(N)c1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O"""
"1102,""[Cu++].[Cu++].[Cu++].[Cu++].CC([O-])=O.CC([O-])=O.[O-][As]=O.[O-][As]=O.[O-][As]=O.[O-][As]=O.[O-][As]=O.[O-][As]=O"""
"1103,""COC(=O)c1ccc(O)cc1O"""
"1104,""Clc1cc(Cl)c(Cl)c(Cl)c1Cl"""
"1105,""FC(F)C(F)(F)Oc1c(Cl)cc(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl"""
1106,NA
"1107,""COc1cc(OC)nc(NC(=O)N[S](=O)(=O)c2c(NC=O)cccc2C(=O)N(C)C)n1"""
"1108,""[Cl-].C[NH+](C)C(CSC(N)=O)CSC(N)=O"""
"1109,""[Cr+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O"""
"1110,""Cc1ccc2ccccc2n1.[O-][S]([O-])(=O)=O"""
"1111,""Oc1ccc(O)c(Cl)c1"""
"1112,""[NH4+].[NH4+].[O-][S]([O-])=O"""
1113,NA
"1114,""CC(C)Nc1nc(Cl)nc(NC2CC2)n1"""
"1115,""CC(C)CCCCCCCO[P](=O)(Oc1ccccc1)Oc2ccccc2.O=[P](Oc3ccccc3)(Oc4ccccc4)Oc5ccccc5"""
"1116,""[O-]C(=O)C(Br)(Br)Br"""
"1117,""[Na+].CCN(Cc1cccc(c1)[S]([O-])(=O)=O)c2ccc(cc2)[C+](c3ccccc3)c4ccc(cc4)N(CC)Cc5cccc(c5)[S]([O-])(=O)=O"""
"1118,""CCc1ccc(N)cc1"""
"1119,""OC(=O)COc1ccc(Cl)cc1Cl.OC(=O)COc2cc(Cl)c(Cl)cc2Cl"""
"1120,""CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(C)C)[N+]([O-])=O"""
"1121,""Cc1ccccc1N"""
"1122,""S=C1SSC2=NCCN12"""
"1123,""[Na+].[O-][S](=O)(=O)c1ccc(N\N=C\2C=CC(=O)c3ccccc23)cc1"""
"1124,""COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)SC"""
"1125,""Clc1ccc(O[S](=O)(=O)c2ccc(Cl)cc2)cc1"""
"1126,""[K+].[O-]C#N"""
"1127,""CN1CSC(=S)N(C)C1"""
"1128,""CNC(=O)Nc1sc2ccccc2n1"""
1129,NA
"1130,""ClC1=C(Cl)C2(Cl)[C@@H]3CO[S](=O)OC[C@@H]3[C@@]1(Cl)C2(Cl)Cl"""
"1131,""CC(O)=O"""
"1132,""CC(C)CC(C)=O"""
1133,NA
"1134,""COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1"""
"1135,""[K+].[K+].[O-][S]([O-])(=O)=O"""
"1136,""COc1nc(Cl)c(Cl)cc1Cl"""
"1137,""CCCCCCCCN1SC(=C(Cl)C1=O)Cl"""
"1138,""Cc1ccccc1C"""
"1139,""[SH--].[Ag+].[Ag+]"""
1140,NA
"1141,""CCCCCCCCCC(C)=O"""
"1142,""CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl"""
"1143,""Cc1ccccc1O"""
"1144,""[Be]"""
"1145,""Clc1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl"""
1146,NA
"1147,""CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC"""
"1148,""CC[S](=O)CCS[P](=O)(OC)OC"""
1149,NA
"1150,""CNc1ccc(cc1)[C+](c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C"""
"1151,""[K+].[K+].[K+].[K+].[Fe](|[C]#N)(|[C]#N)(|[C]#N)(|[C]#N)(|[C]#N)|[C]#N"""
"1152,""[Na+].CN(C)c1ccc(cc1)N=N[S]([O-])(=O)=O"""
"1153,""O=[Pb]"""
"1154,""[Tl+].CC([O-])=O"""
"1155,""COC(=O)C(Cl)Cc1ccc(Cl)cc1"""
"1156,""Nc1nc(N)nc(NC2CC2)n1"""
"1157,""CCO[P](=O)(SC(C)CC)SC(C)CC"""
"1158,""CCOC(=O)C(C)N(C(=O)c1ccccc1)c2ccc(Cl)c(Cl)c2"""
"1159,""CC(=O)c1cc(cc2c1CCC2(C)C)C(C)(C)C"""
"1160,""S=C=S"""
"1161,""ClCC=C"""
"1162,""O|[Sn](C1CCCCC1)(C2CCCCC2)C3CCCCC3"""
1163,NA
1164,NA
"1165,""NCCNCCN"""
"1166,""C1C=Cc2ccccc12"""
"1167,""OCCNc1ccc(NCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12"""
1168,NA
"1169,""[Na+].[O-]CC(=O)Oc1ccc(Cl)cc1Cl"""
"1170,""CN1CCC[C@H]1c2cccnc2"""
"1171,""CCN(CC)C1CCCCC1"""
"1172,""Oc1cc(Cl)ccc1Cl"""
1173,NA
"1174,""o1cccc1"""
1175,NA
"1176,""Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1"""
"1177,""[Na+].[O-]N1C=CC=CC1=S"""
"1178,""CCOC(=O)C(C)N(C(=O)c1ccccc1)c2ccc(Cl)c(Cl)c2"""
"1179,""[Na+].[Na+].[O-][S](=O)(=O)c1cccc(c1)N=Nc2ccc(N=Nc3ccc(Nc4ccccc4)c5c3cccc5[S]([O-])(=O)=O)c6ccccc26"""
"1180,""Clc1ccc(c(Cl)c1)c2ccc(Cl)cc2Cl"""
"1181,""[Cl-].C[n+]1c2cc(N)ccc2cc3ccc(N)cc13"""
"1182,""CCN1CN(CC)CN(CC)C1"""
"1183,""[Cu+].[Cu+].[O-][S]([O-])(=O)=O"""
"1184,""[Na+].[Na+].[Na+].[O-][As]([O-])[O-]"""
"1185,""Nc1c(Cl)c(F)nc(OCC(O)=O)c1Cl"""
1186,NA
"1187,""[Cd++].CC([O-])=O.CC([O-])=O"""
"1188,""CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2"""
1189,NA
"1190,""Oc1ccc2ccccc2c1Cc3c(O)ccc4ccccc34"""
"1191,""CSC(=O)c1cccc2nnsc12"""
1192,NA
"1193,""CCCCCO[P](=O)(OCCCCC)OCCCCC"""
"1194,""CCCC(O)C(CC)CO"""
"1195,""CCOC1Oc2ccc(O[S](C)(=O)=O)cc2C1(C)C"""
"1196,""[NH4+].C[P](O)(=O)CCC(N)C([O-])=O"""
"1197,""Clc1ccccc1C=O"""
"1198,""CCCc1ccc(O)cc1"""
"1199,""CCO[P](=S)(CC)Sc1ccccc1"""
"1200,""[O-][N+](=O)c1cc2nocc2c(c1)[N+]([O-])=O"""
"1201,""[Na+].CC1(C)OC[C@@H]2O[C@]3(OC(C)(C)O[C@H]3[C@@H]2O1)C([O-])=O"""
"1202,""[Co++].[O-][N+]([O-])=O.[O-][N+]([O-])=O"""
"1203,""CC(C)Oc1cc(N2N=C(OC2=O)C(C)(C)C)c(Cl)cc1Cl"""
"1204,""ClCC(Cl)(Cl)Cl"""
1205,NA
1206,NA
"1207,""[Co]"""
"1208,""Nc1ccc(cc1Cl)[N+]([O-])=O"""
"1209,""[O-][N+](=O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1"""
"1210,""COc1cc2c3ccccc3C(=O)c4ccc5c6ccc7C(=O)c8ccccc8c9cc(OC)c(c1c5c24)c6c79"""
"1211,""Clc1ccc(NC(NC=O)C(Cl)(Cl)Cl)cc1Cl"""
"1212,""CO[P](=S)(OC)Oc1ccc(N)c(C)c1"""
"1213,""OC1=C(C2CC(Cc3ccccc23)c4ccc(cc4)c5ccc(Br)cc5)C(=O)c6ccccc6S1"""
"1214,""CCOC(=O)C(C)Oc1ccc(Oc2oc3cc(Cl)ccc3n2)cc1"""
1215,NA
"1216,""[Li+].[Cl-]"""
"1217,""Nc1cc(Cl)cc(C(O)=O)c1Cl"""
"1218,""CCOC(=O)CCCCCCCCC(=O)OCC"""
"1219,""[W]"""
"1220,""CC(=C)C(=O)OCC1CCCO1"""
1221,NA
"1222,""CCO[P](=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl"""
"1223,""Cc1cc(C)n(CO)n1"""
"1224,""[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)[S]([O-])(=O)=O"""
"1225,""Cc1ccc(N)cc1"""
"1226,""CCO[P](=O)(OCC)Oc1ccc(cc1)[N+]([O-])=O"""
1227,NA
"1228,""[Cl-].Nc1ccc2nc3ccc(N)cc3[s+]c2c1"""
"1229,""CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O"""
"1230,""Cc1cc(ccc1N)[N+]([O-])=O"""
"1231,""CON(C)C(=O)Nc1ccc(Br)cc1"""
"1232,""CN1COCN(Cc2sc(Cl)nc2)/C1=N/[N+]([O-])=O"""
"1233,""CC1=NN(C(=O)N1C(F)F)c2cc(N[S](C)(=O)=O)c(Cl)cc2Cl"""
"1234,""[Na+].COc1cc(OC)nc(Sc2cccc(Cl)c2C([O-])=O)n1"""
"1235,""NC(=N\O)/c1c(Cl)cccc1Cl"""
1236,NA
"1237,""[Mg++].[Cl-].[Cl-]"""
"1238,""CSSC"""
"1239,""OC(=O)CN(CC(O)=O)Cc1cc2c(Oc3cc(O)c(CN(CC(O)=O)CC(O)=O)cc3C24OC(=O)c5ccccc45)cc1O"""
"1240,""CC1(C)C2C(Cl)C1(Cl)C(Cl)(Cl)C(=C2C(Cl)(Cl)Cl)Cl"""
1241,NA
"1242,""[Zn++].CC([O-])=O.CC([O-])=O"""
"1243,""CN(C)C(=O)C(c1ccccc1)c2ccccc2"""
"1244,""Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O"""
"1245,""CCNc1nc(Cl)nc(NC(C)(C)C#N)n1"""
"1246,""CCC1CCC(CCC(O)=O)C1"""
"1247,""O.O.O.O.O.O.O.O.O.O.[Na+].[Na+].[O-]B(OB=O)OB([O-])OB=O"""
"1248,""[Cl-].C[N+](C)(C)CCCl"""
"1249,""Oc1ccc(Cl)cc1Cc2ccccc2"""
"1250,""CCN1CCN(CC1)c2cc3N(C=C(C(O)=O)C(=O)c3cc2F)C4CC4"""
"1251,""[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=CC(=O)C=C3Oc4cc([O-])ccc24"""
"1252,""CCOC(=O)CC(S[P](=O)(OC)OC)C(=O)OCC"""
"1253,""Oc1cc(cc(O)c1O)C(=O)Oc2cc(cc(O)c2O)C(=O)OCC3OC(OC(=O)c4cc(O)c(O)c(OC(=O)c5cc(O)c(O)c(O)c5)c4)C(OC(=O)c6cc(O)c(O)c(OC(=O)c7cc(O)c(O)c(O)c7)c6)C(OC(=O)c8cc(O)c(O)c(OC(=O)c9cc(O)c(O)c(O)c9)c8)C3OC(=O)c%10cc(O)c(O)c(OC(=O)c%11cc(O)c(O)c(O)c%11)c%10"""
"1254,""C[S](=O)CCCCN=C=S"""
1255,NA
"1256,""CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n2ccnc2"""
